window_id,trade_type,side,entry_price,entry_time,reversal_score,won,gross_pnl,fee,net_pnl
25_12_18_07_00_07_15,fullset,BOTH,98,15.3,0,True,0.4000,0.637245,-0.2372
25_12_18_12_00_12_15,fullset,BOTH,98,14.7,0,True,0.4000,0.585305,-0.1853
25_12_18_13_00_13_15,fullset,BOTH,98,40.8,0,True,0.4000,0.497060,-0.0971
25_12_18_15_00_15_15,fullset,BOTH,96,108.5,0,True,0.8000,0.647840,0.1522
25_12_18_18_00_18_15,fullset,BOTH,98,472.6,0,True,0.4000,0.605180,-0.2052
25_12_18_21_00_21_15,fullset,BOTH,97,10.8,0,True,0.6000,0.600592,-0.0006
25_12_19_01_00_01_15,directional,DOWN,95,544.8,-1,True,0.5000,0.005938,0.4941
25_12_19_06_00_06_15,fullset,BOTH,98,549.0,0,True,0.4000,0.577620,-0.1776
25_12_19_07_00_07_15,fullset,BOTH,97,18.1,0,True,0.6000,0.549907,0.0501
25_12_19_11_00_11_15,fullset,BOTH,90,173.9,0,True,2.0000,0.672500,1.3275
25_12_19_12_00_12_15,fullset,BOTH,96,56.3,0,True,0.8000,0.626280,0.1737
25_12_19_15_00_15_15,fullset,BOTH,97,432.7,0,True,0.6000,0.643103,-0.0431
25_12_19_20_00_20_15,fullset,BOTH,98,214.6,0,True,0.4000,0.633005,-0.2330
25_12_19_21_00_21_15,fullset,BOTH,97,65.2,0,True,0.6000,0.618578,-0.0186
25_12_19_22_00_22_15,fullset,BOTH,97,38.8,0,True,0.6000,0.593507,0.0065
25_12_20_03_00_03_15,fullset,BOTH,98,44.5,0,True,0.4000,0.620285,-0.2203
25_12_20_04_00_04_15,fullset,BOTH,98,287.2,0,True,0.4000,0.560660,-0.1607
25_12_20_05_00_05_15,fullset,BOTH,98,453.4,0,True,0.4000,0.293805,0.1062
25_12_20_06_00_06_15,fullset,BOTH,98,13.0,0,True,0.4000,0.636980,-0.2370
25_12_20_07_00_07_15,fullset,BOTH,98,383.6,0,True,0.4000,0.471620,-0.0716
25_12_20_08_00_08_15,directional,UP,92,203.4,-1,True,0.8000,0.014720,0.7853
25_12_20_09_00_09_15,fullset,BOTH,98,231.4,0,True,0.4000,0.615780,-0.2158
25_12_20_10_00_10_15,fullset,BOTH,98,464.8,0,True,0.4000,0.458105,-0.0581
25_12_20_11_00_11_15,fullset,BOTH,98,293.1,0,True,0.4000,0.592460,-0.1925
25_12_20_12_00_12_15,fullset,BOTH,98,155.5,0,True,0.4000,0.551385,-0.1514
25_12_20_13_00_13_15,directional,UP,92,162.2,-1,False,-9.2000,0.014720,-9.2147
25_12_20_14_00_14_15,directional,DOWN,92,266.9,-1,True,0.8000,0.014720,0.7853
25_12_20_16_00_16_15,fullset,BOTH,94,420.5,0,True,1.2000,0.641235,0.5588
25_12_20_17_00_17_15,fullset,BOTH,97,95.6,0,True,0.6000,0.618578,-0.0186
